tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalPosLat,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departPosLat,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
473,End_2,1000,0,13.83,170,0.95,Beg_3,60.5,0,0,tripinfo_normal_car.115 routing_normal_car.115,303,normal_car.115,1,6945.5,0.92,0,17.47,normal_car,,0,0
474,End_3,1000,0,14.87,174,0.54,Beg_3,13.6,0,0,tripinfo_normal_car.118 routing_normal_car.118,300,normal_car.118,1,6992.4,0.99,0,30.82,normal_car,,0,0
475,End_2,1000,0,15.13,167,0.89,Beg_3,0,0,0,tripinfo_normal_car.113 routing_normal_car.113,308,normal_car.113,1,7006,1.01,0,40.43,normal_car,,0,0
475,End_3,1000,0,16.06,175,0.07,Beg_3,23.6,0,0,tripinfo_normal_car.119 routing_normal_car.119,300,normal_car.119,1,6982.4,1.07,0,38.15,normal_car,,0,0
476,End_2,1000,0,15.51,165,0.36,Beg_2,0,0,0,tripinfo_normal_car.112 routing_normal_car.112,311,normal_car.112,1,7006,1.1,0,49.58,normal_car,,0,0
477,End_3,1000,0,16.45,168,0.42,Beg_2,19.5,0,0,tripinfo_normal_car.114 routing_normal_car.114,309,normal_car.114,1,6986.5,1.1,0,47.95,normal_car,,0,0
478,End_2,1000,0,16.55,178,0.13,Beg_3,43.1,0,0,tripinfo_normal_car.121 routing_normal_car.121,300,normal_car.121,1,6962.9,1.1,0,39.53,normal_car,,0,0
478,End_3,1000,0,16.02,193,0.43,Beg_3,31.15,0,0,tripinfo_normal_car.131 routing_normal_car.131,285,normal_car.131,1,6974.85,1.07,0,23.14,normal_car,,0,0
479,End_2,1000,0,15.07,172,0.01,Beg_3,0,0,0,tripinfo_normal_car.117 routing_normal_car.117,307,normal_car.117,1,7006,1,0,39.78,normal_car,,0,0
481,End_2,1000,0,14.12,177,0.6,Beg_3,0,0,0,tripinfo_normal_car.120 routing_normal_car.120,304,normal_car.120,1,7006,0.94,0,21.66,normal_car,,0,0
481,End_3,1000,0,15.12,190,0.37,Beg_3,0,0,0,tripinfo_normal_car.129 routing_normal_car.129,291,normal_car.129,1,7006,1.01,0,23.76,normal_car,,0,0
482,End_2,1000,0,15.34,186,0.78,Beg_3,0,0,0,tripinfo_normal_car.126 routing_normal_car.126,296,normal_car.126,1,7006,1.03,0,30.79,normal_car,,0,0
482,End_3,1000,0,16.32,189,0.84,Beg_3,50.89,0,0,tripinfo_normal_car.128 routing_normal_car.128,293,normal_car.128,1,6955.11,1.12,0,34.52,normal_car,,0,0
484,End_2,1000,0,12.99,164,0.83,Beg_3,13.6,0,0,tripinfo_normal_car.111 routing_normal_car.111,320,normal_car.111,1,6992.4,0.87,0,16.85,normal_car,,0,0
484,End_3,1000,0,15.91,183,0.72,Beg_2,13.6,0,0,tripinfo_normal_car.124 routing_normal_car.124,301,normal_car.124,1,6992.4,1.06,0,37.63,normal_car,,0,0
485,End_3,1000,0,15.48,192,0.9,Beg_2,0,0,0,tripinfo_normal_car.130 routing_normal_car.130,293,normal_car.130,1,7006,1.03,0,27.86,normal_car,,0,0
486,End_2,1000,0,15.39,197,0.02,Beg_3,120.69,0,0,tripinfo_normal_car.134 routing_normal_car.134,289,normal_car.134,1,6885.31,1.23,0,37.57,normal_car,,0,0
